Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Aril Ringerike	KRS	5	Male	Norsk		1940	No	Oslo	0301	Oslo
Angelika Liepelt	KRS	6	Female	Norsk		1939	No	Oslo	0301	Oslo
Richard T. K. Dahl	KRS	7	Male	Norsk		1946	No	Oslo	0301	Oslo
Karin Barratt	KRS	8	Female	Norsk		1936	No	Oslo	0301	Oslo
Harald Kristoffersen	KYST	1	Male	Norsk		1951	Yes	Oslo	0301	Oslo
Torhild Helliesen	KYST	2	Male	Norsk		1942	Yes	Oslo	0301	Oslo
Anna-Karin Hopen	KYST	3	Female	Norsk		1963	Yes	Oslo	0301	Oslo
Jenny Jensen	KYST	4	Female	Norsk		1964	Yes	Oslo	0301	Oslo
Huaytacha Tennfjord	KYST	5	Female	Non	South America	1976	Yes	Oslo	0301	Oslo
Vidar Vaage	KYST	6	Male	Norsk		1980	Yes	Oslo	0301	Oslo
Turid Aksdal	KYST	7	Male	Norsk		1943	Yes	Oslo	0301	Oslo
Jon M. Arnesveen	KYST	8	Male	Norsk		1949	Yes	Oslo	0301	Oslo
Arve Bakken	KYST	9	Male	Norsk		1953	Yes	Oslo	0301	Oslo
Jakob Bastesen	KYST	10	Male	Norsk		1948	Yes	Oslo	0301	Oslo
Bjørn Christian Borch	KYST	11	Male	Norsk		1945	Yes	Oslo	0301	Oslo
Alexander Calapini-Solberg	KYST	12	Male	Norsk		1969	Yes	Oslo	0301	Oslo
Ole Petter Drevland	KYST	13	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Monica Dyrø	KYST	14	Female	Norsk		1976	Yes	Oslo	0301	Oslo
Hans Flatøy	KYST	15	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Yan Friis	KYST	16	Female	Non	Chinese	1952	Yes	Oslo	0301	Oslo
Erik Ravnsborg Gjertsen	KYST	17	Male	Norsk		1946	Yes	Oslo	0301	Oslo
Roy Gulbrandsen	KYST	18	Male	Norsk		1963	Yes	Oslo	0301	Oslo
Marius Joakim Gundersen	KYST	19	Male	Norsk		1977	Yes	Oslo	0301	Oslo
Grethe Helgesen	KYST	20	Female	Norsk		1943	Yes	Oslo	0301	Oslo
Sjur Jacobsen	KYST	21	Male	Norsk		1962	Yes	Oslo	0301	Oslo
Jan Joar Tranøy Jenvild	KYST	22	Male	Norsk		1954	No	Oslo	0301	Oslo
Knut Jørgen Justad	KYST	23	Male	Norsk		1966	No	Oslo	0301	Oslo
Tom Kandal	KYST	24	Male	Norsk		1963	No	Oslo	0301	Oslo
Yvonne Berit Kristoffersen	KYST	25	Female	Norsk		1957	No	Oslo	0301	Oslo
Inger Lise Lysberg	KYST	26	Female	Norsk		1947	No	Oslo	0301	Oslo
Elmar Løvli	KYST	27	Male	Norsk		1941	No	Oslo	0301	Oslo
Solvår Meløysund	KYST	28	Female	Norsk		1969	No	Oslo	0301	Oslo
Johan Hansson Nakken	KYST	29	Male	Norsk		1940	No	Oslo	0301	Oslo
Stephane Pfister	KYST	30	Female	Norsk		1979	No	Oslo	0301	Oslo
Brit Rasmussen	KYST	31	Female	Norsk		1961	No	Oslo	0301	Oslo
Carl Philip Rasmussen	KYST	32	Male	Norsk		1977	No	Oslo	0301	Oslo
Kjell Rendum	KYST	33	Male	Norsk		1948	No	Oslo	0301	Oslo
Johannes Roaldstveit	KYST	34	Male	Norsk		1932	No	Oslo	0301	Oslo
Jarle Rosseland	KYST	35	Male	Norsk		1952	No	Oslo	0301	Oslo
Audun Skjelvan	KYST	36	Female	Norsk		1983	No	Oslo	0301	Oslo
Karl Jørgen Slette	KYST	37	Male	Norsk		1947	No	Oslo	0301	Oslo
Tor Magne Søreng	KYST	38	Male	Norsk		1956	No	Oslo	0301	Oslo
Agnar Bjarne Thesen	KYST	39	Male	Norsk		1961	No	Oslo	0301	Oslo
Arne Toften	KYST	40	Male	Norsk		1951	No	Oslo	0301	Oslo
Harald Torhaug	KYST	41	Male	Norsk		1942	No	Oslo	0301	Oslo
Lars Ingar Toverud	KYST	42	Male	Norsk		1942	No	Oslo	0301	Oslo
Henry Tschudi	KYST	43	Male	Norsk		1926	No	Oslo	0301	Oslo
Kristen Turtum	KYST	44	Female	Norsk		1948	No	Oslo	0301	Oslo
Roald Vedal	KYST	45	Male	Norsk		1937	No	Oslo	0301	Oslo
Kristoffer Vold	KYST	46	Male	Norsk		1978	No	Oslo	0301	Oslo
Lillian Woxen	KYST	47	Male	Norsk		1947	No	Oslo	0301	Oslo
Jan Olav Aamlid	KYST	48	Male	Norsk		1954	No	Oslo	0301	Oslo
Lillian Åsheim	KYST	49	Female	Norsk		1948	No	Oslo	0301	Oslo
Arne Løining	MDG	1	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Hans Joar Høiby Hansen	MDG	2	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Matthew Smith	MDG	3	Male	Norsk		1974	Yes	Oslo	0301	Oslo
Alette Elvenes	MDG	4	Female	Norsk		1977	Yes	Oslo	0301	Oslo
Lasse Østervold	MDG	5	Male	Norsk		1966	Yes	Oslo	0301	Oslo
Tone Ask Sørensen	MDG	6	Male	Norsk		1949	Yes	Oslo	0301	Oslo
Ida Samantha Drugg	MDG	7	Female	Norsk		1978	Yes	Oslo	0301	Oslo
Joanna Deacon	MDG	8	Female	Norsk		1969	Yes	Oslo	0301	Oslo
Magnhild Skurdal	MDG	9	Female	Norsk		1949	Yes	Oslo	0301	Oslo
Hans Anders Borgen	MDG	10	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Morten Svensson	MDG	11	Male	Norsk		1955	Yes	Oslo	0301	Oslo
Eva Hajnal Nyhamn	MDG	12	Female	Norsk		1975	Yes	Oslo	0301	Oslo
Jack Herheim	MDG	13	Male	Norsk		1967	Yes	Oslo	0301	Oslo
Marianne Bruusgaard	MDG	14	Female	Norsk		1973	Yes	Oslo	0301	Oslo
Lars Nordlie	MDG	15	Male	Norsk		1950	Yes	Oslo	0301	Oslo
Dorota Toporowska	MDG	16	Female	Non	West Slavic	1980	Yes	Oslo	0301	Oslo
Douglas Draper	MDG	17	Male	Norsk		1938	Yes	Oslo	0301	Oslo
Gry Orfei Solbraa	MDG	18	Female	Norsk		1969	Yes	Oslo	0301	Oslo
Marcus Thomassen	MDG	19	Male	Norsk		1975	Yes	Oslo	0301	Oslo
Anne Brinch Skaara	MDG	20	Female	Norsk		1957	Yes	Oslo	0301	Oslo
Ståle Slettebø	MDG	21	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Katrine Francesca Amriati	MDG	22	Female	Non	Indian	1981	Yes	Oslo	0301	Oslo
Martin Sverdvik	MDG	23	Male	Norsk		1979	No	Oslo	0301	Oslo
Marianne Hagenhoff	MDG	24	Female	Norsk		1967	No	Oslo	0301	Oslo
Stein Georg Kvernberg	MDG	25	Male	Norsk		1973	No	Oslo	0301	Oslo
Mona Klubben	MDG	26	Female	Norsk		1980	No	Oslo	0301	Oslo
Bård Inge Solheim	MDG	27	Male	Norsk		1968	No	Oslo	0301	Oslo
Hanne Grasmo	MDG	28	Female	Norsk		1966	No	Oslo	0301	Oslo
Arne Vesterlid	MDG	29	Male	Norsk		1959	No	Oslo	0301	Oslo
Fatmata Kanu	MDG	30	Female	Non	Arabic	1974	No	Oslo	0301	Oslo
Knut Johan Øen	MDG	31	Male	Norsk		1975	No	Oslo	0301	Oslo
Marte Kristine Smedsrød	MDG	32	Female	Norsk		1985	No	Oslo	0301	Oslo
Kai Salvesen	MDG	33	Male	Norsk		1977	No	Oslo	0301	Oslo
Mariann Bakken	MDG	34	Female	Norsk		1972	No	Oslo	0301	Oslo
Nikolai Dragnes	MDG	35	Male	Norsk		1978	No	Oslo	0301	Oslo
Linda Renee H. Stormo	MDG	36	Female	Norsk		1982	No	Oslo	0301	Oslo
Harald Schyberg	MDG	37	Male	Norsk		1961	No	Oslo	0301	Oslo
Stine Fink Karlsen	MDG	38	Male	Norsk		1980	No	Oslo	0301	Oslo
Roger Pihl	MDG	39	Male	Norsk		1954	No	Oslo	0301	Oslo
Alice Reite	MDG	40	Female	Norsk		1944	No	Oslo	0301	Oslo
Morten Haugerud	MDG	41	Male	Norsk		1981	No	Oslo	0301	Oslo
Carina Westberg	MDG	42	Female	Norsk		1972	No	Oslo	0301	Oslo
Rune Tveitstul Jensen	MDG	43	Male	Norsk		1971	No	Oslo	0301	Oslo
Liv Hilde Dimmestøl	MDG	44	Female	Norsk		1968	No	Oslo	0301	Oslo
Aksel Eide-Fredriksen	MDG	45	Male	Norsk		1979	No	Oslo	0301	Oslo
Manjit Kaur	MDG	46	Male	Non	Indian	1977	No	Oslo	0301	Oslo
Kjell Benum	MDG	47	Male	Norsk		1942	No	Oslo	0301	Oslo
Hanna Elise Marcussen	MDG	48	Female	Norsk		1977	No	Oslo	0301	Oslo
Jan Sigurd Krogh	MDG	49	Male	Norsk		1956	No	Oslo	0301	Oslo
Carmen Todsen	MDG	50	Female	Norsk		1929	No	Oslo	0301	Oslo
Anders Cameroon Dale	MDG	51	Male	Norsk		1978	No	Oslo	0301	Oslo
Kari Rølling	MDG	52	Female	Norsk		1926	No	Oslo	0301	Oslo
Klaus Stafto	MDG	53	Male	Norsk		1973	No	Oslo	0301	Oslo
Elzbieta Toporowska	MDG	54	Female	Non	West Slavic	1982	No	Oslo	0301	Oslo
Bjarne Benjaminsen	MDG	55	Male	Norsk		1980	No	Oslo	0301	Oslo
Gunnhild Svare	MDG	56	Female	Norsk		1976	No	Oslo	0301	Oslo
Mauricio Deliz	MDG	57	Male	Non	Spanish	1961	No	Oslo	0301	Oslo
Turi Tingelholm	MDG	58	Female	Norsk		1957	No	Oslo	0301	Oslo
Fredrik Arentz	MDG	59	Male	Non	German	1949	No	Oslo	0301	Oslo
Torleif Johnsen	MDG	60	Male	Norsk		1958	No	Oslo	0301	Oslo
Jan Eggum	MDG	61	Male	Norsk		1951	No	Oslo	0301	Oslo
Gunvor Sæther	MDG	62	Male	Norsk		1913	No	Oslo	0301	Oslo
Sigmund Hågvar	MDG	63	Male	Norsk		1944	No	Oslo	0301	Oslo
Gudny Dæhlin	MDG	64	Female	Norsk		1915	No	Oslo	0301	Oslo
Arne Næss	MDG	65	Male	Norsk		1912	No	Oslo	0301	Oslo
Knut Hartmann Olsen	NKP	1	Male	Norsk		1946	Yes	Oslo	0301	Oslo
Tanja Nordang	NKP	2	Female	Norsk		1971	Yes	Oslo	0301	Oslo
Mayo Bustos	NKP	3	Male	Non	Spanish	1956	Yes	Oslo	0301	Oslo
Kari Sjølshagen	NKP	4	Female	Norsk		1941	Yes	Oslo	0301	Oslo
Hans Jokinen	NKP	5	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Liv Heidrun Rising	NKP	6	Female	Norsk		1942	Yes	Oslo	0301	Oslo
Hans Petter Hansen	NKP	7	Male	Norsk		1936	Yes	Oslo	0301	Oslo
Katrine Kveset Ekeland	NKP	8	Female	Norsk		1965	No	Oslo	0301	Oslo
Martin Nag	NKP	9	Male	Norsk		1927	No	Oslo	0301	Oslo
Arne Jørgensen	NKP	10	Male	Norsk		1922	No	Oslo	0301	Oslo
Linda C. Ulriksen	NKP	11	Female	Norsk		1970	No	Oslo	0301	Oslo
Juan Ernesto Garcia	NKP	12	Male	Non	Spanish	1946	No	Oslo	0301	Oslo
Stina Karlsen	NKP	13	Female	Norsk		1962	No	Oslo	0301	Oslo
Steinar Brenden	NKP	14	Male	Norsk		1948	No	Oslo	0301	Oslo
Olav Aarrestad	NKP	15	Male	Norsk		1944	No	Oslo	0301	Oslo
Liv Hilt Jørgensen	NKP	16	Female	Norsk		1931	No	Oslo	0301	Oslo
Dag Hagen	NKP	17	Male	Norsk		1955	No	Oslo	0301	Oslo
Bjørn Lie Fostad	NKP	18	Male	Norsk		1967	No	Oslo	0301	Oslo
Eva Meisfjord	NKP	19	Female	Norsk		1956	No	Oslo	0301	Oslo
Herbert Boretti	NKP	20	Male	Norsk		1925	No	Oslo	0301	Oslo
Harald Olsen	NKP	21	Male	Norsk		1915	No	Oslo	0301	Oslo
Erling Fossen	Oslo Byaksjon	1	Male	Norsk		1963	Yes	Oslo	0301	Oslo
Dilek Ayhan	Oslo Byaksjon	2	Female	Non	Turkish	1979	Yes	Oslo	0301	Oslo
Kathrine Nyhus	Oslo Byaksjon	3	Female	Norsk		1973	Yes	Oslo	0301	Oslo
Fredrik Winther	Oslo Byaksjon	4	Male	Norsk		1972	Yes	Oslo	0301	Oslo
Trude H. Frølich	Oslo Byaksjon	5	Female	Norsk		1969	Yes	Oslo	0301	Oslo
Runar Døving	Oslo Byaksjon	6	Male	Norsk		1963	Yes	Oslo	0301	Oslo
Anne Beate Hovind	Oslo Byaksjon	7	Female	Norsk		1963	Yes	Oslo	0301	Oslo
Stephan Granhaug	Oslo Byaksjon	8	Male	Norsk		1972	Yes	Oslo	0301	Oslo
Arild Knutsen	Oslo Byaksjon	9	Male	Norsk		1969	Yes	Oslo	0301	Oslo
Anne-Britt Gran	Oslo Byaksjon	10	Female	Norsk		1961	Yes	Oslo	0301	Oslo
Erling Dokk Holm	Oslo Byaksjon	11	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Andreas Vaa Bermann	Oslo Byaksjon	12	Male	Norsk		1971	Yes	Oslo	0301	Oslo
Rune Foshaug	Oslo Byaksjon	13	Male	Norsk		1965	Yes	Oslo	0301	Oslo
Jan E. Grindheim	Oslo Byaksjon	14	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Pål Erik Olsen	Oslo Byaksjon	15	Male	Norsk		1979	Yes	Oslo	0301	Oslo
Per Platou Selvig	Oslo Byaksjon	16	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Trude Iversen	Oslo Byaksjon	17	Female	Norsk		1974	Yes	Oslo	0301	Oslo
Jørn Mortensen	Oslo Byaksjon	18	Male	Norsk		1964	Yes	Oslo	0301	Oslo
Jarand Rystad	Oslo Byaksjon	19	Male	Norsk		1963	Yes	Oslo	0301	Oslo
Knut Felberg	Oslo Byaksjon	20	Male	Norsk		1958	Yes	Oslo	0301	Oslo
Ragna Kronstad	Oslo Byaksjon	21	Female	Norsk		1975	Yes	Oslo	0301	Oslo
Nazneen Khan-Østrem	Oslo Byaksjon	22	Female	Non	Persian	1968	Yes	Oslo	0301	Oslo
Thomas Hylland Eriksen	Oslo Byaksjon	23	Male	Norsk		1962	Yes	Oslo	0301	Oslo
Øystein Fossen	Oslo Byaksjon	24	Male	Norsk		1963	Yes	Oslo	0301	Oslo
Roger Håkon Skår	Oslo Byaksjon	25	Male	Norsk		1978	Yes	Oslo	0301	Oslo
Ben Bjørke	Oslo Byaksjon	26	Male	Norsk		1978	Yes	Oslo	0301	Oslo
Magne M. Wiggen	Oslo Byaksjon	27	Male	Norsk		1965	Yes	Oslo	0301	Oslo
Tone Hansen	Oslo Byaksjon	28	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Fatma Süslü	Oslo Byaksjon	29	Female	Non	Turkish	1978	Yes	Oslo	0301	Oslo
Lars Raaum	Oslo Byaksjon	30	Male	Norsk		1983	Yes	Oslo	0301	Oslo
Ole Jacob Bull	Oslo Byaksjon	31	Male	Norsk		1948	Yes	Oslo	0301	Oslo
Runar Hodne	Oslo Byaksjon	32	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Knut H. Frølich	Oslo Byaksjon	33	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Morten Fraas	Oslo Byaksjon	34	Male	Norsk		1965	Yes	Oslo	0301	Oslo
Sten I. Jørgensen	Oslo Byaksjon	35	Male	Norsk		1970	Yes	Oslo	0301	Oslo
Therese H. Thorvaldsen	Oslo Byaksjon	36	Female	Norsk		1978	Yes	Oslo	0301	Oslo
Morten R. Ednes	Oslo Byaksjon	37	Male	Norsk		1957	No	Oslo	0301	Oslo
Sharam Alghasi	Oslo Byaksjon	38	Male	Non	Persian	1965	No	Oslo	0301	Oslo
Janne Stang Dahl	Oslo Byaksjon	39	Female	Norsk		1967	No	Oslo	0301	Oslo
Gyrd Steen	Oslo Byaksjon	40	Male	Norsk		1970	No	Oslo	0301	Oslo
Pernille Bjerkomp	Oslo Byaksjon	41	Female	Norsk		1978	No	Oslo	0301	Oslo
Mari Lending	Oslo Byaksjon	42	Female	Norsk		1969	No	Oslo	0301	Oslo
Bård Torgersen	Oslo Byaksjon	43	Male	Norsk		1967	No	Oslo	0301	Oslo
Arne Johan Valen-Sendstad	Oslo Byaksjon	44	Male	Norsk		1980	No	Oslo	0301	Oslo
Harriet Karoliussen	Oslo Byaksjon	45	Female	Norsk		1967	No	Oslo	0301	Oslo
Gisle Hannemyr	Oslo Byaksjon	46	Female	Norsk		1953	No	Oslo	0301	Oslo
Harald Ø. Lund	Oslo Byaksjon	47	Male	Norsk		1964	No	Oslo	0301	Oslo
Iver B Neumann	Oslo Byaksjon	48	Male	Norsk		1959	No	Oslo	0301	Oslo
Marianne Bjørndal	Oslo Byaksjon	49	Female	Norsk		1966	No	Oslo	0301	Oslo
Alexa Døving	Oslo Byaksjon	50	Female	Norsk		1966	No	Oslo	0301	Oslo
Bjørn Aagenæs	Oslo Byaksjon	51	Male	Norsk		1967	No	Oslo	0301	Oslo
Vibeke Tandberg	Oslo Byaksjon	52	Female	Norsk		1967	No	Oslo	0301	Oslo
Tone Bjørnhaug	Oslo Byaksjon	53	Male	Norsk		1964	No	Oslo	0301	Oslo
Thor Arvid Dyrerud	Oslo Byaksjon	54	Male	Norsk		1966	No	Oslo	0301	Oslo
Amanda Steggell	Oslo Byaksjon	55	Female	Norsk		1965	No	Oslo	0301	Oslo
Marit Karlsen	Oslo Byaksjon	56	Female	Norsk		1968	No	Oslo	0301	Oslo
Judith Nærland	Oslo Byaksjon	57	Female	Norsk		1965	No	Oslo	0301	Oslo
Hauk Heyerdahl	Oslo Byaksjon	58	Male	Norsk		1970	No	Oslo	0301	Oslo
Håkon Gundersen	Oslo Byaksjon	59	Male	Norsk		1963	No	Oslo	0301	Oslo
Martin Bould	Oslo Byaksjon	60	Male	Norsk		1964	No	Oslo	0301	Oslo
Ulrik Imtiaz Rolfsen	Oslo Byaksjon	61	Male	Non	Arabic	1972	No	Oslo	0301	Oslo
Morten Dreyer	Oslo Byaksjon	62	Male	Norsk		1954	No	Oslo	0301	Oslo
Aslak Nore	Oslo Byaksjon	63	Male	Norsk		1978	No	Oslo	0301	Oslo
Halvor Bodin	Oslo Byaksjon	64	Male	Norsk		1964	No	Oslo	0301	Oslo
Einar Olaf Lonstad	PP	1	Male	Norsk		1945	Yes	Oslo	0301	Oslo
Jorunn Marie Grønnevik	PP	2	Female	Norsk		1948	Yes	Oslo	0301	Oslo
Kjell Andreas Grønnevik	PP	3	Male	Norsk		1930	Yes	Oslo	0301	Oslo
Berit Kraft	PP	4	Female	Norsk		1944	Yes	Oslo	0301	Oslo
Carsten Mathisen	PP	5	Male	Norsk		1931	Yes	Oslo	0301	Oslo
Erling Melenius	PP	6	Male	Norsk		1935	Yes	Oslo	0301	Oslo
Helene Alexandra Brekke	PP	7	Female	Norsk		1935	Yes	Oslo	0301	Oslo
Torill Anita Gran Larsen	PP	8	Female	Norsk		1952	Yes	Oslo	0301	Oslo
Jørn Granaas	PP	9	Male	Norsk		1968	Yes	Oslo	0301	Oslo
Karin Margrethe Aasen	PP	10	Female	Norsk		1946	Yes	Oslo	0301	Oslo
Knut Erik Thomassen	PP	11	Male	Norsk		1946	Yes	Oslo	0301	Oslo
Viktor Bäcklin	PP	12	Male	Norsk		1923	Yes	Oslo	0301	Oslo
Avigaiel Sholamit Ohana	PP	13	Female	Non	Turkish	1959	Yes	Oslo	0301	Oslo
John Vågåsar	PP	14	Male	Norsk		1934	Yes	Oslo	0301	Oslo
Øistein Ness	PP	15	Male	Norsk		1944	Yes	Oslo	0301	Oslo
Per Erling Hallangen	PP	16	Male	Norsk		1948	Yes	Oslo	0301	Oslo
Kari Skogrand	PP	17	Female	Norsk		1943	Yes	Oslo	0301	Oslo
Bjørn Børre Børresen	PP	18	Male	Norsk		1932	Yes	Oslo	0301	Oslo
Elsa Anette Børresen	PP	19	Female	Norsk		1941	Yes	Oslo	0301	Oslo
Roy Reiersen	PP	20	Male	Norsk		1956	Yes	Oslo	0301	Oslo
Terje Mikalsen	PP	21	Male	Norsk		1959	Yes	Oslo	0301	Oslo
Kari Hagejordet	PP	22	Female	Norsk		1939	Yes	Oslo	0301	Oslo
Arne Torgeir Bye	PP	23	Male	Norsk		1924	No	Oslo	0301	Oslo
Ingeborg Greiner	PP	24	Female	Norsk		1928	No	Oslo	0301	Oslo
Ernst Laine	PP	25	Male	Norsk		1929	No	Oslo	0301	Oslo
Miriam Nygren	PP	26	Female	Norsk		1928	No	Oslo	0301	Oslo
Reidar Bjørn-Larsen	PP	27	Male	Norsk		1921	No	Oslo	0301	Oslo
Marit Gran	PP	28	Female	Norsk		1924	No	Oslo	0301	Oslo
Berit Mouna	PP	29	Female	Non	Arabic	1936	No	Oslo	0301	Oslo
Berit Louise Aspelund	PP	30	Female	Norsk		1941	No	Oslo	0301	Oslo
Eugen Johan Ellertsen	PP	31	Male	Norsk		1942	No	Oslo	0301	Oslo
Brit Parma	PP	32	Female	Norsk		1938	No	Oslo	0301	Oslo
Turid Eeg Nielsen	PP	33	Male	Norsk		1940	No	Oslo	0301	Oslo
Haakon Haugen	PP	34	Male	Norsk		1940	No	Oslo	0301	Oslo
Erling Folkvord	R	1	Male	Norsk		1949	Yes	Oslo	0301	Oslo
Ingrid Baltzersen	R	2	Female	Norsk		1980	Yes	Oslo	0301	Oslo
Negar Enayati	R	3	Female	Non	Persian	1987	Yes	Oslo	0301	Oslo
Roar Ellingvåg	R	4	Male	Norsk		1960	Yes	Oslo	0301	Oslo
Helene Voldner	R	5	Female	Norsk		1984	Yes	Oslo	0301	Oslo
Bjørnar Moxnes	R	6	Male	Norsk		1981	Yes	Oslo	0301	Oslo
Marijke Berdahl	R	7	Female	Norsk		1981	Yes	Oslo	0301	Oslo
Åse Garten Galtrud	R	8	Male	Norsk		1983	Yes	Oslo	0301	Oslo
Hans Petter de Fine	R	9	Male	Norsk		1983	Yes	Oslo	0301	Oslo
Morten Elster	R	10	Male	Norsk		1986	Yes	Oslo	0301	Oslo
Maren Rismyhr	R	11	Male	Norsk		1947	Yes	Oslo	0301	Oslo
Ellen Røsjø	R	12	Female	Norsk		1957	Yes	Oslo	0301	Oslo
Marit Halse	R	13	Female	Norsk		1972	Yes	Oslo	0301	Oslo
Safia Abdi	R	14	Female	Non	Arabic	1959	Yes	Oslo	0301	Oslo
Terje Skog	R	15	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Sissel Hallem	R	16	Female	Norsk		1965	Yes	Oslo	0301	Oslo
Sigrid Staurset	R	17	Female	Norsk		1980	Yes	Oslo	0301	Oslo
Boye Ullmann	R	18	Male	Norsk		1954	Yes	Oslo	0301	Oslo
Lars M. Johnsen	R	19	Male	Norsk		1954	Yes	Oslo	0301	Oslo
Maria Cecelia A Ingles	R	20	Female	Norsk		1969	Yes	Oslo	0301	Oslo
Eirik Nordby	R	21	Male	Norsk		1976	Yes	Oslo	0301	Oslo
Nelly Delia Lanz Ramirez	R	22	Female	Non	Spanish	1971	Yes	Oslo	0301	Oslo
Jorunn Folkvord	R	23	Female	Norsk		1973	Yes	Oslo	0301	Oslo
Karl Joakim Severin Netland	R	24	Male	Norsk		1982	Yes	Oslo	0301	Oslo
Daniel Gemtessa	R	25	Male	Norsk		1950	Yes	Oslo	0301	Oslo
Anna Wisborg Blix	R	26	Female	Norsk		1985	Yes	Oslo	0301	Oslo
Olaf Svorstøl	R	27	Male	Norsk		1942	Yes	Oslo	0301	Oslo
Leyla Algünerhan	R	28	Female	Non	Turkish	1977	Yes	Oslo	0301	Oslo
Anne Hege Tangen	R	29	Female	Norsk		1957	Yes	Oslo	0301	Oslo
Stein Asthøy	R	30	Male	Norsk		1952	Yes	Oslo	0301	Oslo
Berit Jagmann	R	31	Male	Norsk		1957	Yes	Oslo	0301	Oslo
Mark Kagabo Kibibiro	R	32	Male	Non	Rwandan	1987	Yes	Oslo	0301	Oslo
Fahila Nawaz	R	33	Female	Non	Persian	1960	Yes	Oslo	0301	Oslo
Pål Hellesnes	R	34	Male	Norsk		1975	Yes	Oslo	0301	Oslo
Meral Erdogan	R	35	Female	Non	Turkish	1982	Yes	Oslo	0301	Oslo
Kristjan Mimir Kristjansson	R	36	Female	Norsk		1986	Yes	Oslo	0301	Oslo
Siri Jensen	R	37	Female	Norsk		1948	Yes	Oslo	0301	Oslo
Ingvild Ås	R	38	Female	Norsk		1963	Yes	Oslo	0301	Oslo
Lars Gullbrand Helleberg	R	39	Male	Norsk		1941	No	Oslo	0301	Oslo
Mari Røsjø	R	40	Female	Norsk		1988	No	Oslo	0301	Oslo
Elling Borgersrud	R	41	Male	Norsk		1975	No	Oslo	0301	Oslo
Monika Gulmoen	R	42	Female	Norsk		1958	No	Oslo	0301	Oslo
Erik Hagen	R	43	Male	Norsk		1954	No	Oslo	0301	Oslo
Bente Moseng	R	44	Male	Norsk		1950	No	Oslo	0301	Oslo
Per Arne Salo	R	45	Male	Norsk		1952	No	Oslo	0301	Oslo
Mona Martinsen	R	46	Female	Norsk		1951	No	Oslo	0301	Oslo
Carlos Romeo Rodriguez	R	47	Male	Non	Spanish	1959	No	Oslo	0301	Oslo
Veronicha Angell Bergli	R	48	Female	Non	Spanish	1984	No	Oslo	0301	Oslo
Ragnar Leine	R	49	Male	Norsk		1957	No	Oslo	0301	Oslo
Marit F. Danielsen	R	50	Female	Norsk		1966	No	Oslo	0301	Oslo
Hanna Breistrand	R	51	Female	Norsk		1987	No	Oslo	0301	Oslo
Jenny Maria Lundgaard	R	52	Female	Norsk		1983	No	Oslo	0301	Oslo
Claus Jervell	R	53	Male	Norsk		1961	No	Oslo	0301	Oslo
Jorunn Hæreid	R	54	Female	Norsk		1954	No	Oslo	0301	Oslo
Aref Joian	R	55	Male	Norsk		1959	No	Oslo	0301	Oslo
Kari Celius	R	56	Female	Norsk		1959	No	Oslo	0301	Oslo
Hanna Vesterager	R	57	Female	Norsk		1961	No	Oslo	0301	Oslo
Beth Hartmann	R	58	Female	Norsk		1952	No	Oslo	0301	Oslo
Unni Katarina Rustad	R	59	Female	Norsk		1948	No	Oslo	0301	Oslo
Beret Werner	R	60	Male	Norsk		1981	No	Oslo	0301	Oslo
Arne Herman Rolijordet	R	61	Male	Norsk		1951	No	Oslo	0301	Oslo
Inger Ljøstad	R	62	Male	Norsk		1956	No	Oslo	0301	Oslo
Aslak Sira Myhre	R	63	Male	Norsk		1973	No	Oslo	0301	Oslo
Jan Erik Vold	R	64	Male	Norsk		1939	No	Oslo	0301	Oslo
Tor Erling Staff	SFP	1	Male	Norsk		1933	No	Oslo	0301	Oslo
Faisal Butt Akram	SFP	2	Male	Non	Arabic	1977	No	Oslo	0301	Oslo
Hans Otto Jespersen	SFP	3	Male	Norsk		1954	No	Oslo	0301	Oslo
Arne Aarsæther	SFP	4	Male	Norsk		1953	No	Oslo	0301	Oslo
Lasse Fredrik Qvigstad	SFP	5	Male	Norsk		1946	No	Oslo	0301	Oslo
Vera Skistad	SFP	6	Female	Norsk		1957	No	Oslo	0301	Oslo
George von Krogh	SFP	7	Male	Norsk		1940	No	Oslo	0301	Oslo
Erling Lægreid	SFP	8	Male	Norsk		1939	No	Oslo	0301	Oslo
Arnt Folgerø	SFP	9	Male	Norsk		1947	No	Oslo	0301	Oslo
Elizabeth D. C. Vicencio	SFP	10	Female	Norsk		1957	No	Oslo	0301	Oslo
Fritz Roar Børnes	SFP	11	Male	Norsk		1960	No	Oslo	0301	Oslo
